id,pred_relevance
5,2.0986080169677734
6,2.747098445892334
10,2.5456881523132324
15,2.301586389541626
24,2.4555578231811523
26,2.0641894340515137
28,2.3933467864990234
30,2.164036750793457
33,2.095010995864868
39,2.4606451988220215
44,2.281137466430664
47,2.2439544200897217
50,2.458730936050415
54,2.471043348312378
55,2.7247462272644043
58,2.1828179359436035
60,1.9078872203826904
63,2.4719080924987793
64,2.7376766204833984
66,2.755891799926758
70,2.114086151123047
72,2.239616632461548
73,1.9226739406585693
76,2.3129141330718994
78,1.7765659093856812
79,1.9760949611663818
80,1.8681222200393677
82,2.5874481201171875
87,2.526236057281494
89,2.376817226409912
93,1.7848238945007324
94,1.9704056978225708
96,1.9872357845306396
97,2.070063829421997
98,2.1762826442718506
102,2.209287405014038
107,2.648869752883911
109,2.646456241607666
110,2.5302441120147705
112,2.1038172245025635
118,2.6886463165283203
126,2.182323455810547
128,1.8555375337600708
129,2.347196102142334
130,2.285593032836914
131,2.206857204437256
133,2.633053779602051
134,2.3067362308502197
135,2.254572629928589
139,2.6882362365722656
142,1.9058825969696045
145,2.7079877853393555
154,1.7326611280441284
155,2.141812562942505
159,1.8034414052963257
168,2.556654930114746
169,2.127100706100464
174,2.362490653991699
176,2.0481185913085938
187,2.685941696166992
194,2.571742534637451
196,2.072767496109009
197,1.9212521314620972
198,2.5400540828704834
199,2.6068413257598877
208,2.4269702434539795
209,2.1910855770111084
211,2.6156997680664062
224,2.2769761085510254
230,2.74526047706604
235,2.70090389251709
236,2.4722824096679688
238,2.693122386932373
240,2.474085807800293
242,2.7773704528808594
246,2.5113229751586914
247,2.41502046585083
251,2.518968343734741
252,2.5082859992980957
253,2.115891218185425
256,2.3781847953796387
258,1.9214566946029663
260,2.167682647705078
264,2.0609567165374756
268,2.3336257934570312
269,2.130662202835083
271,2.307936906814575
277,2.445291042327881
278,2.011317014694214
279,2.6466684341430664
281,2.636721134185791
285,2.57427978515625
287,1.8562138080596924
288,2.466369390487671
289,2.5373716354370117
291,2.4270291328430176
296,2.4342281818389893
299,2.334010362625122
300,2.4184224605560303
302,2.6972544193267822
304,2.0764071941375732
306,2.259498119354248
307,2.4622788429260254
311,2.3392763137817383
315,2.2980802059173584
316,2.3407490253448486
321,2.5730419158935547
322,2.3996458053588867
324,2.635500907897949
328,2.60438871383667
329,2.3674583435058594
330,2.516645908355713
332,2.680359363555908
336,2.4268980026245117
337,2.533473253250122
338,2.560626745223999
339,2.149005889892578
342,2.5756473541259766
344,2.3864402770996094
348,2.514535427093506
356,2.6385817527770996
358,2.5009536743164062
364,2.5731751918792725
366,2.6249899864196777
367,2.532257080078125
368,2.199821710586548
370,2.66930890083313
371,2.6577181816101074
372,2.367741346359253
378,2.572634220123291
380,1.867714762687683
383,2.059751272201538
386,2.1832830905914307
388,2.561951160430908
395,2.275510311126709
396,2.424652099609375
406,2.2859764099121094
409,2.4620702266693115
410,2.4806957244873047
412,2.669816017150879
414,2.4795188903808594
415,1.9275298118591309
419,2.1937360763549805
420,2.6363625526428223
423,2.343411684036255
424,2.5852060317993164
426,2.703016757965088
428,2.6159374713897705
429,2.2429118156433105
430,2.1103079319000244
431,2.7013797760009766
432,2.725168228149414
435,2.440854549407959
436,2.6192662715911865
437,2.7040767669677734
438,2.7287325859069824
439,2.7009472846984863
441,2.309852123260498
442,2.735736846923828
448,2.377230167388916
449,2.298102617263794
450,2.2862415313720703
451,2.3780112266540527
457,2.7161073684692383
460,2.6785898208618164
464,2.3109002113342285
467,2.0344080924987793
471,2.352389335632324
472,2.334679126739502
474,2.2952065467834473
482,2.3217246532440186
483,2.2824738025665283
486,2.7577500343322754
495,1.9410009384155273
498,2.345338821411133
502,2.3471601009368896
504,2.6185717582702637
507,2.053644895553589
509,2.6325201988220215
514,2.645820140838623
518,2.024085760116577
519,2.5916543006896973
520,2.502617835998535
522,2.132772922515869
526,2.721252679824829
529,2.744431972503662
530,2.558979034423828
532,2.73006272315979
534,2.3153128623962402
537,2.58379864692688
538,2.385646343231201
540,2.601144552230835
541,2.3784260749816895
545,2.6637115478515625
546,2.463803291320801
552,2.429332733154297
555,2.7655186653137207
561,2.1909031867980957
565,2.2791061401367188
569,2.5571162700653076
574,2.1263036727905273
577,2.651599407196045
578,2.3540608882904053
586,2.7274985313415527
587,2.7927048206329346
588,2.3469505310058594
589,2.2920055389404297
590,2.789580821990967
592,2.3302974700927734
596,2.5352089405059814
598,2.5422213077545166
602,2.6129379272460938
603,2.3137593269348145
607,2.4305896759033203
609,1.9774699211120605
614,2.1498401165008545
615,2.296321392059326
618,2.229703426361084
621,2.363895893096924
622,2.6979122161865234
623,1.906272292137146
624,2.6458473205566406
627,2.0120179653167725
628,2.408470869064331
632,2.3487939834594727
633,1.748227834701538
638,2.589672088623047
639,2.268789291381836
645,2.6965525150299072
648,2.2014427185058594
649,2.443432331085205
650,2.447840929031372
651,2.738015651702881
655,2.442439556121826
658,2.5282552242279053
664,2.3521251678466797
672,2.517451524734497
673,2.594510555267334
675,1.8721152544021606
676,1.8019633293151855
678,2.0468218326568604
681,2.365699529647827
684,2.129695415496826
685,2.454662561416626
692,2.3079142570495605
695,2.350238800048828
697,2.297376871109009
698,2.4132351875305176
701,2.7555415630340576
702,2.474951982498169
706,2.5031936168670654
707,2.609067916870117
708,2.5709195137023926
711,2.4390790462493896
714,2.3807947635650635
716,2.221978187561035
717,2.724276065826416
720,2.5148825645446777
721,2.4852871894836426
724,2.7365639209747314
727,2.2608742713928223
728,2.2697739601135254
733,2.294438362121582
738,2.6970181465148926
741,2.4612951278686523
744,2.2993545532226562
750,2.188215970993042
754,2.1712539196014404
755,2.3157267570495605
767,2.0336415767669678
772,2.290102243423462
777,2.2866663932800293
779,2.2199809551239014
780,2.7502214908599854
781,2.197939395904541
783,2.3662898540496826
786,2.3668160438537598
788,2.418689250946045
792,2.294520854949951
795,2.078057289123535
798,2.7128710746765137
803,2.748178482055664
804,2.7447781562805176
807,2.6060380935668945
808,2.4800407886505127
809,2.322767972946167
813,2.413783073425293
816,2.7460076808929443
821,2.3546676635742188
822,2.4242262840270996
823,2.3473284244537354
825,1.908919334411621
827,2.704951763153076
830,2.185844898223877
833,2.540304183959961
834,2.603449821472168
836,2.573124408721924
838,2.6729230880737305
841,2.2307870388031006
850,2.2290120124816895
855,2.6035079956054688
861,2.7291371822357178
863,2.390746831893921
865,1.9237663745880127
866,1.9801459312438965
873,2.301456928253174
874,2.33552885055542
875,1.9997708797454834
877,2.4505157470703125
887,2.276005268096924
889,2.305403232574463
897,2.2530503273010254
903,2.364626407623291
915,2.067997694015503
916,2.1364176273345947
919,2.13634991645813
925,2.4317758083343506
926,2.5504584312438965
927,2.1968533992767334
930,2.4546334743499756
931,2.5035974979400635
933,2.498992443084717
935,2.475144624710083
937,2.307474136352539
938,2.4865598678588867
941,2.173673629760742
943,2.7449612617492676
947,1.8862998485565186
948,1.809305191040039
951,2.244767427444458
952,2.306143045425415
955,2.251229763031006
959,2.336489200592041
960,2.6540231704711914
964,2.655228853225708
966,2.086487293243408
967,2.8124241828918457
970,2.8325388431549072
971,2.8028745651245117
972,2.27655291557312
976,2.2407820224761963
977,2.354668617248535
979,2.433825969696045
982,2.7166190147399902
983,2.192471504211426
985,2.4341845512390137
986,2.769174337387085
987,2.673684597015381
995,2.254626989364624
996,2.2281320095062256
997,2.515225410461426
1003,2.281863212585449
1005,2.2398743629455566
1006,2.102635622024536
1009,2.4752652645111084
1010,2.2752466201782227
1011,2.322986125946045
1012,2.7157602310180664
1013,2.7372491359710693
1014,2.7875828742980957
1015,2.5682199001312256
1017,2.5441501140594482
1021,2.446481227874756
1023,2.680163860321045
1024,2.2744479179382324
1025,2.3213887214660645
1027,2.3175458908081055
1033,2.4671132564544678
1035,2.35231614112854
1036,2.1501481533050537
1037,2.6062240600585938
1039,1.9436107873916626
1041,2.2007429599761963
1042,2.7583811283111572
1045,2.4687204360961914
1047,2.24251389503479
1049,2.1003940105438232
1052,2.433516263961792
1054,2.2481353282928467
1055,2.2257590293884277
1057,2.473151683807373
1061,2.255549669265747
1064,2.34653902053833
1067,2.544290065765381
1078,2.127049684524536
1085,2.2891035079956055
1087,2.250527858734131
1088,2.448484420776367
1091,2.370642900466919
1093,2.754737377166748
1094,2.289919376373291
1096,2.4190006256103516
1099,2.144076347351074
1100,2.3791487216949463
1105,2.354580879211426
1106,2.21372127532959
1109,2.474910020828247
1111,2.5274314880371094
1112,2.1508848667144775
1113,2.17594051361084
1117,2.1896910667419434
1120,2.4678046703338623
1122,2.3895182609558105
1123,2.162721872329712
1124,2.315739870071411
1133,2.6371405124664307
1139,2.577017307281494
1141,2.6969149112701416
1149,2.2468910217285156
1152,2.2751309871673584
1153,2.3647751808166504
1156,2.5779941082000732
1158,2.380072593688965
1166,2.546610116958618
1167,2.0228099822998047
1173,2.5520474910736084
1174,2.377457618713379
1175,2.4813249111175537
1178,2.621480703353882
1181,2.062365770339966
1182,2.4695675373077393
1183,2.653930902481079
1188,2.5386953353881836
1189,2.173184871673584
1190,2.631168842315674
1193,2.5258913040161133
1194,2.2733123302459717
1198,2.3727192878723145
1199,2.665388584136963
1200,2.3613030910491943
1201,2.714895248413086
1204,2.251582145690918
1210,2.1363937854766846
1214,2.017354726791382
1223,2.5775985717773438
1229,2.3226330280303955
1232,2.5413646697998047
1234,2.7494900226593018
1236,2.3387210369110107
1239,2.1260018348693848
1240,2.3023576736450195
1246,2.768141269683838
1247,2.3455004692077637
1250,2.4351470470428467
1264,2.645169734954834
1269,2.1961398124694824
1270,2.3075897693634033
1277,2.35119366645813
1284,2.740647792816162
1285,1.9682189226150513
1290,2.762183666229248
1292,2.427232503890991
1293,2.4336090087890625
1294,2.1624534130096436
1298,2.1056036949157715
1304,2.713944673538208
1307,1.7918119430541992
1309,2.260794162750244
1310,2.414992332458496
1311,2.2548716068267822
1313,2.6179518699645996
1315,2.3087332248687744
1321,2.4708850383758545
1322,1.7826772928237915
1328,2.4879446029663086
1331,2.409735679626465
1333,1.9117413759231567
1334,1.8749668598175049
1337,2.43241810798645
1341,1.9632494449615479
1343,2.321199893951416
1346,2.383275032043457
1352,2.649244785308838
1354,2.466689109802246
1360,2.0732052326202393
1361,2.499638795852661
1362,2.027617931365967
1367,2.5629756450653076
1368,2.6258957386016846
1369,2.3244080543518066
1370,1.9900203943252563
1373,2.560751438140869
1375,2.724815845489502
1379,2.204052686691284
1382,2.484492540359497
1384,2.353757858276367
1386,1.9412659406661987
1390,2.5468697547912598
1392,2.3355021476745605
1396,2.4894113540649414
1400,2.707709789276123
1404,2.3377139568328857
1415,1.8373432159423828
1417,2.5072474479675293
1426,2.0442538261413574
1428,2.4994382858276367
1429,2.417713165283203
1432,2.492805242538452
1437,2.30007004737854
1440,2.5813095569610596
1442,2.54060697555542
1445,2.12025785446167
1447,2.585148334503174
1448,2.0579988956451416
1450,2.5004920959472656
1457,2.5425896644592285
1460,2.29978084564209
1461,2.3418970108032227
1465,2.7553696632385254
1467,2.7427659034729004
1469,2.4249541759490967
1475,2.005185842514038
1482,2.300546169281006
1488,2.265087604522705
1489,2.567218780517578
1493,2.3950517177581787
1494,2.270336627960205
1495,2.557762861251831
1498,2.1756691932678223
1499,2.2323696613311768
1500,1.9813244342803955
1508,2.4349241256713867
1514,2.233034372329712
1516,2.089600086212158
1517,2.752197742462158
1518,2.783585548400879
1521,2.397799253463745
1522,2.2336249351501465
1523,2.276568651199341
1525,2.0753424167633057
1526,2.632171154022217
1530,2.0082247257232666
1531,2.2137832641601562
1533,2.2052948474884033
1534,2.5232934951782227
1539,2.4353792667388916
1541,2.6228466033935547
1545,2.619645118713379
1549,2.3637561798095703
1553,2.14609694480896
1555,2.3666300773620605
1557,2.428650140762329
1558,2.0826470851898193
1559,2.6475296020507812
1564,2.6401515007019043
1565,2.4111196994781494
1570,2.472325325012207
1573,2.713005542755127
1575,2.1519742012023926
1579,2.666780710220337
1580,2.2896728515625
1581,2.6763248443603516
1582,2.204061508178711
1583,2.3898274898529053
1591,1.8819016218185425
1594,2.0960073471069336
1600,2.3487448692321777
1601,2.678781032562256
1611,1.7091295719146729
1620,2.016101121902466
1621,2.3186845779418945
1623,2.657179832458496
1625,2.41308856010437
1626,2.321770668029785
1635,2.428438186645508
1638,2.427267074584961
1646,2.4849119186401367
1649,2.4219930171966553
1650,2.433042526245117
1651,2.3215479850769043
1652,2.2609434127807617
1658,2.7360429763793945
1662,2.662708044052124
1676,2.638855457305908
1679,2.4056944847106934
1680,2.667358875274658
1682,2.4791135787963867
1684,2.359349250793457
1693,2.590308427810669
1699,2.6630327701568604
1706,2.4151413440704346
1707,2.4008331298828125
1708,2.3493850231170654
1710,2.4890191555023193
