id,relevance
5,2.170003652572632
6,2.7383564114570618
10,2.6282254457473755
15,2.341782331466675
24,2.5884445309638977
26,2.0834203362464905
28,2.5620871782302856
30,2.17527437210083
33,2.1507938504219055
39,2.320529043674469
44,2.223995089530945
47,2.141905903816223
50,2.567193567752838
54,2.4529518485069275
55,2.8240084648132324
58,2.502356171607971
60,1.8930625319480896
63,2.4550663232803345
64,2.733867108821869
66,2.775392174720764
70,2.022927224636078
72,1.9456533193588257
73,1.933262586593628
76,2.2122486233711243
78,1.8128533959388733
79,1.8794458508491516
80,2.080214738845825
82,2.5218905210494995
87,2.5906922221183777
89,2.2757508158683777
93,1.6799628138542175
94,2.1285324096679688
96,1.8763232231140137
97,1.991880476474762
98,2.026022493839264
102,2.3254634141921997
107,2.5451427698135376
109,2.617260754108429
110,2.5423133969306946
112,2.3178135752677917
118,2.730595886707306
126,2.521299719810486
128,1.8087612390518188
129,2.693087875843048
130,2.589798867702484
131,2.3710654377937317
133,2.6834197640419006
134,2.235998511314392
135,2.3723469972610474
139,2.6451610922813416
142,1.889422595500946
145,2.767846405506134
154,1.7091023325920105
155,1.9622345566749573
159,1.9326002597808838
168,2.5342803597450256
169,2.2840229272842407
174,2.3661224842071533
176,1.7662752270698547
187,2.6404119729995728
194,2.5608880519866943
196,2.0484954714775085
197,1.9578872323036194
198,2.5259242057800293
199,2.6031065583229065
208,2.437042772769928
209,2.1700499653816223
211,2.6334065794944763
224,2.0751526951789856
230,2.6818403005599976
235,2.7338597774505615
236,2.5322842597961426
238,2.7534719109535217
240,2.3950214982032776
242,2.7969599962234497
246,2.185705840587616
247,2.296811521053314
251,2.5475274324417114
252,2.492866337299347
253,2.1183478832244873
256,2.3835312724113464
258,1.8957985639572144
260,2.1538538932800293
264,2.20926833152771
268,2.365169405937195
269,2.153232157230377
271,2.3032833337783813
277,2.56588876247406
278,1.9940271377563477
279,2.4541196823120117
281,2.5295775532722473
285,2.6797762513160706
287,1.9131526350975037
288,2.483174443244934
289,2.5408852100372314
291,2.5333476662635803
296,2.4894062876701355
299,2.14948832988739
300,2.324145555496216
302,2.6682963967323303
304,1.9596483707427979
306,2.385893225669861
307,2.446628451347351
311,2.4098090529441833
315,2.448973774909973
316,2.4494422674179077
321,2.4295703172683716
322,2.4881261587142944
324,2.700568377971649
328,2.7504342198371887
329,2.3577933311462402
330,2.5955438017845154
332,2.5321558713912964
336,2.4073727130889893
337,2.2477410435676575
338,2.646969437599182
339,2.2962897419929504
342,2.6040576696395874
344,2.2943458557128906
348,2.3179230093955994
356,2.525895059108734
358,2.4441846013069153
364,2.6571834683418274
366,2.678171217441559
367,2.5861129760742188
368,2.2497512698173523
370,2.7361612915992737
371,2.732429265975952
372,2.551961302757263
378,2.683189630508423
380,1.815114676952362
383,2.005412757396698
386,2.4144909381866455
388,2.454309046268463
395,2.3402493596076965
396,2.471052825450897
406,2.2933196425437927
409,2.464766800403595
410,2.5193592309951782
412,2.7208811044692993
414,2.404638111591339
415,1.7704963088035583
419,2.1728739738464355
420,2.6441341638565063
423,2.3506223559379578
424,2.429267406463623
426,2.8028756976127625
428,2.5781357288360596
429,2.4823297262191772
430,2.17884224653244
431,2.7400782108306885
432,2.763731002807617
435,2.4344088435173035
436,2.577136516571045
437,2.734267473220825
438,2.6592941880226135
439,2.6494926810264587
441,2.1726145148277283
442,2.7574244141578674
448,2.324310779571533
449,2.3092551827430725
450,2.3485028743743896
451,2.3993146419525146
457,2.7092134952545166
460,2.747259557247162
464,2.3057658076286316
467,2.00681072473526
471,2.539740800857544
472,2.376107096672058
474,2.346909999847412
482,2.3900363445281982
483,2.3642170429229736
486,2.780003607273102
495,2.1021822094917297
498,2.253066837787628
502,2.4101922512054443
504,2.6322121024131775
507,2.103523850440979
509,2.6526562571525574
514,2.7390756011009216
518,1.708230435848236
519,2.56338232755661
520,2.6009157299995422
522,2.26908141374588
526,2.6941654086112976
529,2.8209893703460693
530,2.691671848297119
532,2.7444409132003784
534,2.227877676486969
537,2.5563526153564453
538,2.2452648282051086
540,2.6051985025405884
541,2.5147926807403564
545,2.768972933292389
546,2.4162808656692505
552,2.4440016746520996
555,2.7581251859664917
561,2.1338701844215393
565,2.3081527948379517
569,2.7207149863243103
574,2.1149620413780212
577,2.5880210995674133
578,2.3290650844573975
586,2.7550066709518433
587,2.7973868250846863
588,2.1954869627952576
589,2.3569605946540833
590,2.7806212306022644
592,2.4915157556533813
596,2.638949990272522
598,2.504599392414093
602,2.5948378443717957
603,2.4736220240592957
607,2.493344485759735
609,1.6995264887809753
614,2.086742877960205
615,2.5267746448516846
618,2.471348762512207
621,2.411350965499878
622,2.75967139005661
623,1.905203104019165
624,2.761691629886627
627,2.0134077072143555
628,2.4751033186912537
632,2.3907700181007385
633,1.8254708647727966
638,2.676871955394745
639,1.9226306676864624
645,2.7391583919525146
648,2.141214609146118
649,2.622314929962158
650,2.4946863055229187
651,2.8183252215385437
655,2.3973206877708435
658,2.5309245586395264
664,2.300332725048065
672,2.548874616622925
673,2.6856338381767273
675,2.0065271258354187
676,1.7836575508117676
678,2.1727956533432007
681,2.3918121457099915
684,2.0975967049598694
685,2.4983829259872437
692,2.3045162558555603
695,2.4285818338394165
697,2.3039891123771667
698,2.531806468963623
701,2.605700969696045
702,2.5301098823547363
706,2.6169013381004333
707,2.66224604845047
708,2.5410232543945312
711,2.5637930631637573
714,2.436043918132782
716,2.2261691093444824
717,2.797639489173889
720,2.425467610359192
721,2.5124250054359436
724,2.786779046058655
727,2.1694071292877197
728,2.357694983482361
733,2.3427536487579346
738,2.6900174617767334
741,2.5254072546958923
744,2.3372166752815247
750,1.972168207168579
754,2.2702449560165405
755,2.350311040878296
767,1.8671044707298279
772,2.369041621685028
777,2.363080680370331
779,2.3012051582336426
780,2.7868704199790955
781,2.2663114070892334
783,2.3765348196029663
786,2.407563865184784
788,2.4130479097366333
792,2.284510374069214
795,2.00148743391037
798,2.731111228466034
803,2.794816732406616
804,2.780586361885071
807,2.7134894728660583
808,2.334539830684662
809,1.9879209995269775
813,2.4351943731307983
816,2.728779137134552
821,2.3919323086738586
822,2.4826446175575256
823,2.273814618587494
825,1.845680594444275
827,2.7254735827445984
830,2.256504535675049
833,2.5242984294891357
834,2.682326316833496
836,2.661812961101532
838,2.815084934234619
841,2.1829522848129272
850,2.2979553937911987
855,2.526149868965149
861,2.7676514983177185
863,2.443613111972809
865,1.9208784699440002
866,1.9099575877189636
873,2.2060264348983765
874,2.2030407786369324
875,2.0587542057037354
877,2.564534604549408
887,2.28941148519516
889,2.280232608318329
897,2.1492539048194885
903,2.5318917632102966
915,2.0066921710968018
916,2.1541176438331604
919,2.1819722056388855
925,2.303934931755066
926,2.520065188407898
927,2.2250824570655823
930,2.460149824619293
931,2.5402427315711975
933,2.528230905532837
935,2.5045689940452576
937,2.267512321472168
938,2.3407301902770996
941,2.2288253903388977
943,2.7810813188552856
947,2.108018159866333
948,1.8634291291236877
951,2.234222710132599
952,2.258823037147522
955,2.2081750631332397
959,2.2945398688316345
960,2.5009151101112366
964,2.6152843236923218
966,2.1141359210014343
967,2.751062035560608
970,2.808542490005493
971,2.835877776145935
972,2.1653829216957092
976,2.431497037410736
977,2.4463988542556763
979,2.5132824182510376
982,2.7183197736740112
983,2.2366132736206055
985,2.4538707733154297
986,2.789543330669403
987,2.635166823863983
995,2.253810167312622
996,2.1432825922966003
997,2.491574227809906
1003,2.2363879680633545
1005,2.3595648407936096
1006,1.9867939352989197
1009,2.4927865862846375
1010,2.408007323741913
1011,2.3862696290016174
1012,2.716433107852936
1013,2.773916780948639
1014,2.8078079223632812
1015,2.4356932640075684
1017,2.5758925080299377
1021,2.4324247241020203
1023,2.77154141664505
1024,2.2089584469795227
1025,2.2325275540351868
1027,2.2770153880119324
1033,2.6934056282043457
1035,2.4662632942199707
1036,2.4459198117256165
1037,2.7366015315055847
1039,2.1102824807167053
1041,2.287225306034088
1042,2.79236376285553
1045,2.510550856590271
1047,2.2693410515785217
1049,2.1666229963302612
1052,2.48473584651947
1054,2.149873673915863
1055,2.4432966113090515
1057,2.4871650338172913
1061,2.4338128566741943
1064,2.168118417263031
1067,2.63743793964386
1078,2.094307601451874
1085,2.3195659518241882
1087,2.4094385504722595
1088,2.498994469642639
1091,2.434289038181305
1093,2.7576059103012085
1094,2.35300076007843
1096,2.464456021785736
1099,2.270595967769623
1100,2.3165112733840942
1105,2.4108476042747498
1106,2.214364171028137
1109,2.6426172852516174
1111,2.614863932132721
1112,2.142462909221649
1113,2.191926062107086
1117,2.484390914440155
1120,2.569908320903778
1122,2.6213566660881042
1123,2.2425252199172974
1124,2.4071826338768005
1133,2.676206588745117
1139,2.551422894001007
1141,2.7682442665100098
1149,2.251942455768585
1152,2.1873223185539246
1153,2.458678722381592
1156,2.5285701155662537
1158,2.3859077095985413
1166,2.6131888031959534
1167,1.9227676391601562
1173,2.7042678594589233
1174,2.457299530506134
1175,2.5594464540481567
1178,2.649182975292206
1181,1.9725889563560486
1182,2.2939072251319885
1183,2.748620331287384
1188,2.307806432247162
1189,2.018778920173645
1190,2.5717148780822754
1193,2.562293529510498
1194,2.556986153125763
1198,2.521138608455658
1199,2.70410817861557
1200,2.455766022205353
1201,2.740942597389221
1204,2.287122130393982
1210,2.0758073329925537
1214,2.016967535018921
1223,2.5951518416404724
1229,2.401325047016144
1232,2.6486998200416565
1234,2.776236355304718
1236,2.1558966636657715
1239,2.1938045024871826
1240,2.55092990398407
1246,2.6648755073547363
1247,2.3952906131744385
1250,2.374628484249115
1264,2.6107624769210815
1269,2.339038610458374
1270,2.4031872153282166
1277,2.2913750410079956
1284,2.7685858011245728
1285,1.9962528347969055
1290,2.7594083547592163
1292,2.4009220004081726
1293,2.4797428250312805
1294,2.1638399362564087
1298,2.1645854115486145
1304,2.7558785676956177
1307,1.9351633787155151
1309,2.321849763393402
1310,2.401930868625641
1311,2.3053802847862244
1313,2.439973533153534
1315,2.4272831082344055
1321,2.489745855331421
1322,2.0731637477874756
1328,2.4991836547851562
1331,2.4125053882598877
1333,1.867693305015564
1334,1.9540970921516418
1337,2.502699136734009
1341,2.2694926857948303
1343,2.42346328496933
1346,2.4452344179153442
1352,2.6563682556152344
1354,2.567574441432953
1360,2.0508906841278076
1361,2.4874393343925476
1362,2.0979212522506714
1367,2.636482536792755
1368,2.7906349897384644
1369,2.3537541031837463
1370,1.751276671886444
1373,2.569043219089508
1375,2.7815292477607727
1379,2.082854211330414
1382,2.4644864201545715
1384,2.2737278938293457
1386,1.885953426361084
1390,2.552903652191162
1392,2.3656561374664307
1396,2.4672385454177856
1400,2.760197103023529
1404,2.517508327960968
1415,1.8850781321525574
1417,2.541423797607422
1426,2.189412832260132
1428,2.569281220436096
1429,2.429723024368286
1432,2.5793784856796265
1437,2.3271875381469727
1440,2.5989335775375366
1442,2.5262213945388794
1445,2.0775046348571777
1447,2.640851855278015
1448,2.0170551538467407
1450,2.4658411145210266
1457,2.4159622192382812
1460,2.3701926469802856
1461,2.3980327248573303
1465,2.7774370908737183
1467,2.721090316772461
1469,2.31184458732605
1475,1.968285083770752
1482,2.289054751396179
1488,2.241428017616272
1489,2.5488102436065674
1493,2.444880187511444
1494,2.256085753440857
1495,2.5713087916374207
1498,2.302289664745331
1499,2.1786763072013855
1500,1.9895431995391846
1508,2.3711174726486206
1514,2.13751083612442
1516,2.0391104221343994
1517,2.769306242465973
1518,2.7981879115104675
1521,2.351605474948883
1522,2.189575731754303
1523,2.5012929439544678
1525,2.0054022073745728
1526,2.5971863865852356
1530,1.9391859769821167
1531,2.182097375392914
1533,2.249014914035797
1534,2.4780092239379883
1539,2.4253417253494263
1541,2.7593926191329956
1545,2.7532410621643066
1549,2.4246482849121094
1553,2.1059471368789673
1555,2.4881798028945923
1557,2.454932391643524
1558,2.167999505996704
1559,2.7478761076927185
1564,2.6364861130714417
1565,2.4078789353370667
1570,2.63478022813797
1573,2.7771971225738525
1575,2.178739070892334
1579,2.7578750252723694
1580,2.5174026489257812
1581,2.725281536579132
1582,2.365018129348755
1583,2.36879700422287
1591,1.6592862010002136
1594,2.198111593723297
1600,2.334881901741028
1601,2.6179322004318237
1611,1.9173692464828491
1620,2.114763915538788
1621,2.3217052817344666
1623,2.780687928199768
1625,2.468241333961487
1626,2.4725550413131714
1635,2.3480048775672913
1638,2.4797472953796387
1646,2.4833073019981384
1649,2.438186824321747
1650,2.3950735330581665
1651,1.8349966406822205
1652,2.0875208973884583
1658,2.7862218618392944
1662,2.6626991629600525
1676,2.5378065705299377
1679,2.532054305076599
1680,2.3345396518707275
1682,2.5678303241729736
1684,2.4071826338768005
1693,2.7399169206619263
1699,2.7902371287345886
1706,2.4271695613861084
1707,2.303038537502289
1708,2.222413659095764
1710,2.342359721660614
1712,2.6685447692871094
1714,2.4881739020347595
1716,2.514880120754242
1717,2.36461740732193
1720,2.127823054790497
1723,2.1444455981254578
1728,2.4934675097465515
1730,2.063641905784607
1732,2.7832088470458984
1734,2.689573645591736
1735,2.771322011947632
1736,2.5126295685768127
1737,2.3212029933929443
1744,2.813452184200287
1745,2.325806736946106
1748,2.4322730898857117
1750,2.2445958852767944
1751,2.176121413707733
1754,2.653555691242218
1757,2.3711471557617188
1758,2.168040454387665
1760,2.6942027807235718
1763,2.750315845012665
1767,2.792575478553772
1768,2.547560691833496
1769,2.6562350392341614
1770,2.192218065261841
1773,2.843601644039154
1775,2.6163176894187927
1776,2.3447672724723816
1781,2.5992811918258667
1792,2.0031872391700745
1794,2.689722776412964
1795,2.746938407421112
1796,2.7016178369522095
1800,2.538364827632904
1801,2.786244571208954
1806,2.1907085180282593
1807,2.6591790318489075
1809,1.904714047908783
1813,2.3881285786628723
1817,2.259374678134918
1819,2.176431119441986
1831,2.277688980102539
1837,2.5043758749961853
1839,2.6227875351905823
1849,2.50034362077713
1850,2.484247863292694
1854,1.8890801668167114
1860,2.329720616340637
1863,1.8916091322898865
1864,2.6307581663131714
1866,2.4902225732803345
1869,2.5254803895950317
1889,2.1779054403305054
1891,2.515541195869446
1892,2.544803023338318
1893,2.6650412678718567
1898,2.520712673664093
1902,2.521247148513794
1908,1.9138033390045166
1910,2.2272870540618896
1913,1.7623536586761475
1919,2.7718589901924133
1928,2.6922935843467712
1930,2.629824221134186
1932,2.432161509990692
1935,2.2747251391410828
1937,2.787128984928131
1944,2.487110137939453
1947,2.468740403652191
1948,2.0874035954475403
1950,2.244120955467224
1954,2.728307783603668
1955,2.1616015434265137
1958,2.3959797620773315
1960,2.6448134779930115
1962,2.8344919681549072
1965,2.093545138835907
1973,2.7540491223335266
1976,2.071725904941559
1981,2.236553728580475
1984,2.0039482712745667
1985,1.8332712650299072
1991,2.170656144618988
1992,2.065847933292389
1996,2.154850959777832
2004,1.711077332496643
2005,2.245817184448242
2007,2.2852476239204407
2009,2.4188756346702576
2014,2.126189410686493
2016,2.7422091364860535
2030,2.285660147666931
2031,2.025071918964386
2032,2.437665581703186
2033,2.2334699034690857
2036,2.316837251186371
2040,2.5569398403167725
2043,2.3435574173927307
2045,2.198445975780487
2048,2.696797013282776
2051,1.9649266004562378
2053,2.042858898639679
2054,2.281477689743042
2058,2.1794970631599426
2061,2.4208438396453857
2068,2.3819836378097534
2072,2.3003881573677063
2075,2.636847674846649
2078,2.6009098291397095
2079,2.5967345237731934
2084,2.2779572010040283
